"VarName";"TimeString";"VarValue";"Validity";"Time_ms"
"DATA_METEO_Static_1{16}";"05/06/2024 21:28:12";1;1;45448894585,7407
"variables supervision_IRRADIATION";"05/06/2024 21:29:12";0;1;45448895280,1968
"DATA LOGGER_VALUE{0}";"05/06/2024 21:29:12";226;1;45448895280,1968
"DATA LOGGER_VALUE{1}";"05/06/2024 21:29:12";225;1;45448895280,1968
"DATA LOGGER_VALUE{5}";"05/06/2024 21:29:12";669;1;45448895280,1968
"variables supervision_ANGLE VENT";"05/06/2024 21:29:12";250;1;45448895280,1968
"variables supervision_VITESSE VENT";"05/06/2024 21:29:12";58;1;45448895280,1968
"DATA_METEO_Static_1{16}";"05/06/2024 21:29:12";1;1;45448895280,1968
"variables supervision_IRRADIATION";"05/06/2024 21:30:12";0;1;45448895974,5949
"DATA LOGGER_VALUE{0}";"05/06/2024 21:30:12";226;1;45448895974,5949
"DATA LOGGER_VALUE{1}";"05/06/2024 21:30:12";225;1;45448895974,5949
"DATA LOGGER_VALUE{5}";"05/06/2024 21:30:12";669;1;45448895974,5949
"variables supervision_ANGLE VENT";"05/06/2024 21:30:12";250;1;45448895974,5949
"variables supervision_VITESSE VENT";"05/06/2024 21:30:12";58;1;45448895974,5949
"DATA_METEO_Static_1{16}";"05/06/2024 21:30:12";1;1;45448895974,5949
"variables supervision_IRRADIATION";"05/06/2024 21:31:12";0;1;45448896668,912
"DATA LOGGER_VALUE{0}";"05/06/2024 21:31:12";226;1;45448896668,912
"DATA LOGGER_VALUE{1}";"05/06/2024 21:31:12";221;1;45448896668,912
"DATA LOGGER_VALUE{5}";"05/06/2024 21:31:12";672;1;45448896668,912
"variables supervision_ANGLE VENT";"05/06/2024 21:31:12";227;1;45448896668,912
"variables supervision_VITESSE VENT";"05/06/2024 21:31:12";58;1;45448896668,912
"DATA_METEO_Static_1{16}";"05/06/2024 21:31:12";0;1;45448896668,912
"variables supervision_IRRADIATION";"05/06/2024 21:32:12";0;1;45448897363,4144
"DATA LOGGER_VALUE{0}";"05/06/2024 21:32:12";225;1;45448897363,4144
"DATA LOGGER_VALUE{1}";"05/06/2024 21:32:12";221;1;45448897363,4144
"DATA LOGGER_VALUE{5}";"05/06/2024 21:32:12";676;1;45448897363,4144
"variables supervision_ANGLE VENT";"05/06/2024 21:32:12";227;1;45448897363,4144
"variables supervision_VITESSE VENT";"05/06/2024 21:32:12";53;1;45448897363,4144
"DATA_METEO_Static_1{16}";"05/06/2024 21:32:12";0;1;45448897363,4144
"variables supervision_IRRADIATION";"05/06/2024 21:33:12";0;1;45448898057,7894
"DATA LOGGER_VALUE{0}";"05/06/2024 21:33:12";225;1;45448898057,7894
"DATA LOGGER_VALUE{1}";"05/06/2024 21:33:12";221;1;45448898057,7894
"DATA LOGGER_VALUE{5}";"05/06/2024 21:33:12";676;1;45448898057,7894
"variables supervision_ANGLE VENT";"05/06/2024 21:33:12";227;1;45448898057,7894
"variables supervision_VITESSE VENT";"05/06/2024 21:33:12";53;1;45448898057,7894
"DATA_METEO_Static_1{16}";"05/06/2024 21:33:12";0;1;45448898057,7894
"variables supervision_IRRADIATION";"05/06/2024 21:34:12";0;1;45448898752,1991
"DATA LOGGER_VALUE{0}";"05/06/2024 21:34:12";226;1;45448898752,1991
"DATA LOGGER_VALUE{1}";"05/06/2024 21:34:12";220;1;45448898752,1991
"DATA LOGGER_VALUE{5}";"05/06/2024 21:34:12";676;1;45448898752,1991
"variables supervision_ANGLE VENT";"05/06/2024 21:34:12";265;1;45448898752,1991
"variables supervision_VITESSE VENT";"05/06/2024 21:34:12";53;1;45448898752,1991
"DATA_METEO_Static_1{16}";"05/06/2024 21:34:12";0;1;45448898752,1991
"variables supervision_IRRADIATION";"05/06/2024 21:35:12";0;1;45448899446,5394
"DATA LOGGER_VALUE{0}";"05/06/2024 21:35:12";226;1;45448899446,5394
"DATA LOGGER_VALUE{1}";"05/06/2024 21:35:12";220;1;45448899446,5394
"DATA LOGGER_VALUE{5}";"05/06/2024 21:35:12";676;1;45448899446,5394
"variables supervision_ANGLE VENT";"05/06/2024 21:35:12";265;1;45448899446,5394
"variables supervision_VITESSE VENT";"05/06/2024 21:35:12";53;1;45448899446,5394
"DATA_METEO_Static_1{16}";"05/06/2024 21:35:12";0;1;45448899446,5394
"variables supervision_IRRADIATION";"05/06/2024 21:36:12";0;1;45448900140,9606
"DATA LOGGER_VALUE{0}";"05/06/2024 21:36:12";226;1;45448900140,9606
"DATA LOGGER_VALUE{1}";"05/06/2024 21:36:12";220;1;45448900140,9606
"DATA LOGGER_VALUE{5}";"05/06/2024 21:36:12";676;1;45448900140,9606
"variables supervision_ANGLE VENT";"05/06/2024 21:36:12";265;1;45448900140,9606
"variables supervision_VITESSE VENT";"05/06/2024 21:36:12";53;1;45448900140,9606
"DATA_METEO_Static_1{16}";"05/06/2024 21:36:12";0;1;45448900140,9606
"variables supervision_IRRADIATION";"05/06/2024 21:37:12";0;1;45448900835,3009
"DATA LOGGER_VALUE{0}";"05/06/2024 21:37:12";224;1;45448900835,3009
"DATA LOGGER_VALUE{1}";"05/06/2024 21:37:12";220;1;45448900835,3009
"DATA LOGGER_VALUE{5}";"05/06/2024 21:37:12";685;1;45448900835,3009
"variables supervision_ANGLE VENT";"05/06/2024 21:37:12";228;1;45448900835,3009
"variables supervision_VITESSE VENT";"05/06/2024 21:37:12";54;1;45448900835,3009
"DATA_METEO_Static_1{16}";"05/06/2024 21:37:12";0;1;45448900835,3009
"variables supervision_IRRADIATION";"05/06/2024 21:38:12";0;1;45448901529,7685
"DATA LOGGER_VALUE{0}";"05/06/2024 21:38:12";224;1;45448901529,7685
"DATA LOGGER_VALUE{1}";"05/06/2024 21:38:12";220;1;45448901529,7685
"DATA LOGGER_VALUE{5}";"05/06/2024 21:38:12";685;1;45448901529,7685
"variables supervision_ANGLE VENT";"05/06/2024 21:38:12";228;1;45448901529,7685
"variables supervision_VITESSE VENT";"05/06/2024 21:38:12";54;1;45448901529,7685
"DATA_METEO_Static_1{16}";"05/06/2024 21:38:12";0;1;45448901529,7685
"variables supervision_IRRADIATION";"05/06/2024 21:39:12";0;1;45448902224,1435
"DATA LOGGER_VALUE{0}";"05/06/2024 21:39:12";224;1;45448902224,1435
"DATA LOGGER_VALUE{1}";"05/06/2024 21:39:12";220;1;45448902224,1435
"DATA LOGGER_VALUE{5}";"05/06/2024 21:39:12";685;1;45448902224,1435
"variables supervision_ANGLE VENT";"05/06/2024 21:39:12";228;1;45448902224,1435
"variables supervision_VITESSE VENT";"05/06/2024 21:39:12";54;1;45448902224,1435
"DATA_METEO_Static_1{16}";"05/06/2024 21:39:12";0;1;45448902224,1435
"variables supervision_IRRADIATION";"05/06/2024 21:40:12";0;1;45448902918,5417
"DATA LOGGER_VALUE{0}";"05/06/2024 21:40:12";224;1;45448902918,5417
"DATA LOGGER_VALUE{1}";"05/06/2024 21:40:12";220;1;45448902918,5417
"DATA LOGGER_VALUE{5}";"05/06/2024 21:40:12";685;1;45448902918,5417
"variables supervision_ANGLE VENT";"05/06/2024 21:40:12";228;1;45448902918,5417
"variables supervision_VITESSE VENT";"05/06/2024 21:40:12";54;1;45448902918,5417
"DATA_METEO_Static_1{16}";"05/06/2024 21:40:12";0;1;45448902918,5417
"variables supervision_IRRADIATION";"05/06/2024 21:41:12";0;1;45448903614,1204
"DATA LOGGER_VALUE{0}";"05/06/2024 21:41:12";222;1;45448903614,1204
"DATA LOGGER_VALUE{1}";"05/06/2024 21:41:12";218;1;45448903614,1204
"DATA LOGGER_VALUE{5}";"05/06/2024 21:41:12";693;1;45448903614,1204
"variables supervision_ANGLE VENT";"05/06/2024 21:41:12";188;1;45448903614,1204
"variables supervision_VITESSE VENT";"05/06/2024 21:41:12";35;1;45448903614,1204
"DATA_METEO_Static_1{16}";"05/06/2024 21:41:12";0;1;45448903614,1204
"variables supervision_IRRADIATION";"05/06/2024 21:42:12";0;1;45448904307,4421
"DATA LOGGER_VALUE{0}";"05/06/2024 21:42:12";222;1;45448904307,4421
"DATA LOGGER_VALUE{1}";"05/06/2024 21:42:12";218;1;45448904307,4421
"DATA LOGGER_VALUE{5}";"05/06/2024 21:42:12";695;1;45448904307,4421
"variables supervision_ANGLE VENT";"05/06/2024 21:42:12";211;1;45448904307,4421
"variables supervision_VITESSE VENT";"05/06/2024 21:42:12";48;1;45448904307,4421
"DATA_METEO_Static_1{16}";"05/06/2024 21:42:12";0;1;45448904307,4421
"variables supervision_IRRADIATION";"05/06/2024 21:43:12";0;1;45448905001,956
"DATA LOGGER_VALUE{0}";"05/06/2024 21:43:12";222;1;45448905001,956
"DATA LOGGER_VALUE{1}";"05/06/2024 21:43:12";218;1;45448905001,956
"DATA LOGGER_VALUE{5}";"05/06/2024 21:43:12";695;1;45448905001,956
"variables supervision_ANGLE VENT";"05/06/2024 21:43:12";211;1;45448905001,956
"variables supervision_VITESSE VENT";"05/06/2024 21:43:12";48;1;45448905001,956
"DATA_METEO_Static_1{16}";"05/06/2024 21:43:12";0;1;45448905001,956
"variables supervision_IRRADIATION";"05/06/2024 21:44:12";0;1;45448905696,4699
"DATA LOGGER_VALUE{0}";"05/06/2024 21:44:12";222;1;45448905696,4699
"DATA LOGGER_VALUE{1}";"05/06/2024 21:44:12";217;1;45448905696,4699
"DATA LOGGER_VALUE{5}";"05/06/2024 21:44:12";696;1;45448905696,4699
"variables supervision_ANGLE VENT";"05/06/2024 21:44:12";244;1;45448905696,4699
"variables supervision_VITESSE VENT";"05/06/2024 21:44:12";60;1;45448905696,4699
"DATA_METEO_Static_1{16}";"05/06/2024 21:44:12";0;1;45448905696,4699
"variables supervision_IRRADIATION";"05/06/2024 21:45:12";0;1;45448906391,0995
"DATA LOGGER_VALUE{0}";"05/06/2024 21:45:12";222;1;45448906391,0995
"DATA LOGGER_VALUE{1}";"05/06/2024 21:45:12";217;1;45448906391,0995
"DATA LOGGER_VALUE{5}";"05/06/2024 21:45:12";696;1;45448906391,0995
"variables supervision_ANGLE VENT";"05/06/2024 21:45:12";244;1;45448906391,0995
"variables supervision_VITESSE VENT";"05/06/2024 21:45:12";60;1;45448906391,0995
"DATA_METEO_Static_1{16}";"05/06/2024 21:45:12";0;1;45448906391,0995
"variables supervision_IRRADIATION";"05/06/2024 21:46:12";0;1;45448907085,5671
"DATA LOGGER_VALUE{0}";"05/06/2024 21:46:12";222;1;45448907085,5671
"DATA LOGGER_VALUE{1}";"05/06/2024 21:46:12";217;1;45448907085,5671
"DATA LOGGER_VALUE{5}";"05/06/2024 21:46:12";696;1;45448907085,5671
"variables supervision_ANGLE VENT";"05/06/2024 21:46:12";244;1;45448907085,5671
"variables supervision_VITESSE VENT";"05/06/2024 21:46:12";60;1;45448907085,5671
"DATA_METEO_Static_1{16}";"05/06/2024 21:46:12";0;1;45448907085,5671
"variables supervision_IRRADIATION";"05/06/2024 21:47:12";0;1;45448907780,0463
"DATA LOGGER_VALUE{0}";"05/06/2024 21:47:12";222;1;45448907780,0463
"DATA LOGGER_VALUE{1}";"05/06/2024 21:47:12";216;1;45448907780,0463
"DATA LOGGER_VALUE{5}";"05/06/2024 21:47:12";701;1;45448907780,0463
"variables supervision_ANGLE VENT";"05/06/2024 21:47:12";232;1;45448907780,0463
"variables supervision_VITESSE VENT";"05/06/2024 21:47:12";40;1;45448907780,0463
"DATA_METEO_Static_1{16}";"05/06/2024 21:47:12";0;1;45448907780,0463
"variables supervision_IRRADIATION";"05/06/2024 21:48:12";0;1;45448908474,6181
"DATA LOGGER_VALUE{0}";"05/06/2024 21:48:12";221;1;45448908474,6181
"DATA LOGGER_VALUE{1}";"05/06/2024 21:48:12";216;1;45448908474,6181
"DATA LOGGER_VALUE{5}";"05/06/2024 21:48:12";703;1;45448908474,6181
"variables supervision_ANGLE VENT";"05/06/2024 21:48:12";251;1;45448908474,6181
"variables supervision_VITESSE VENT";"05/06/2024 21:48:12";47;1;45448908474,6181
"DATA_METEO_Static_1{16}";"05/06/2024 21:48:12";0;1;45448908474,6181
"variables supervision_IRRADIATION";"05/06/2024 21:49:12";0;1;45448909168,9815
"DATA LOGGER_VALUE{0}";"05/06/2024 21:49:12";221;1;45448909168,9815
"DATA LOGGER_VALUE{1}";"05/06/2024 21:49:12";216;1;45448909168,9815
"DATA LOGGER_VALUE{5}";"05/06/2024 21:49:12";704;1;45448909168,9815
"variables supervision_ANGLE VENT";"05/06/2024 21:49:12";227;1;45448909168,9815
"variables supervision_VITESSE VENT";"05/06/2024 21:49:12";48;1;45448909168,9815
"DATA_METEO_Static_1{16}";"05/06/2024 21:49:12";0;1;45448909168,9815
"variables supervision_IRRADIATION";"05/06/2024 21:50:12";0;1;45448909863,5069
"DATA LOGGER_VALUE{0}";"05/06/2024 21:50:12";221;1;45448909863,5069
"DATA LOGGER_VALUE{1}";"05/06/2024 21:50:12";216;1;45448909863,5069
"DATA LOGGER_VALUE{5}";"05/06/2024 21:50:12";704;1;45448909863,5069
"variables supervision_ANGLE VENT";"05/06/2024 21:50:12";227;1;45448909863,5069
"variables supervision_VITESSE VENT";"05/06/2024 21:50:12";48;1;45448909863,5069
"DATA_METEO_Static_1{16}";"05/06/2024 21:50:12";0;1;45448909863,5069
"variables supervision_IRRADIATION";"05/06/2024 21:51:12";0;1;45448910557,9977
"DATA LOGGER_VALUE{0}";"05/06/2024 21:51:12";218;1;45448910557,9977
"DATA LOGGER_VALUE{1}";"05/06/2024 21:51:12";216;1;45448910557,9977
"DATA LOGGER_VALUE{5}";"05/06/2024 21:51:12";714;1;45448910557,9977
"variables supervision_ANGLE VENT";"05/06/2024 21:51:12";247;1;45448910557,9977
"variables supervision_VITESSE VENT";"05/06/2024 21:51:12";66;1;45448910557,9977
"DATA_METEO_Static_1{16}";"05/06/2024 21:51:12";0;1;45448910557,9977
"variables supervision_IRRADIATION";"05/06/2024 21:52:12";0;1;45448911252,5
"DATA LOGGER_VALUE{0}";"05/06/2024 21:52:12";218;1;45448911252,5
"DATA LOGGER_VALUE{1}";"05/06/2024 21:52:12";215;1;45448911252,5
"DATA LOGGER_VALUE{5}";"05/06/2024 21:52:12";718;1;45448911252,5
"variables supervision_ANGLE VENT";"05/06/2024 21:52:12";223;1;45448911252,5
"variables supervision_VITESSE VENT";"05/06/2024 21:52:12";65;1;45448911252,5
"DATA_METEO_Static_1{16}";"05/06/2024 21:52:12";0;1;45448911252,5
"variables supervision_IRRADIATION";"05/06/2024 21:53:12";0;1;45448911946,8287
"DATA LOGGER_VALUE{0}";"05/06/2024 21:53:12";218;1;45448911946,8287
"DATA LOGGER_VALUE{1}";"05/06/2024 21:53:12";215;1;45448911946,8287
"DATA LOGGER_VALUE{5}";"05/06/2024 21:53:12";718;1;45448911946,8287
"variables supervision_ANGLE VENT";"05/06/2024 21:53:12";223;1;45448911946,8287
"variables supervision_VITESSE VENT";"05/06/2024 21:53:12";65;1;45448911946,8287
"DATA_METEO_Static_1{16}";"05/06/2024 21:53:12";0;1;45448911946,8287
"variables supervision_IRRADIATION";"05/06/2024 21:54:12";0;1;45448912641,1806
"DATA LOGGER_VALUE{0}";"05/06/2024 21:54:12";218;1;45448912641,1806
"DATA LOGGER_VALUE{1}";"05/06/2024 21:54:12";215;1;45448912641,1806
"DATA LOGGER_VALUE{5}";"05/06/2024 21:54:12";721;1;45448912641,1806
"variables supervision_ANGLE VENT";"05/06/2024 21:54:12";230;1;45448912641,1806
"variables supervision_VITESSE VENT";"05/06/2024 21:54:12";81;1;45448912641,1806
"DATA_METEO_Static_1{16}";"05/06/2024 21:54:12";0;1;45448912641,1806
"variables supervision_IRRADIATION";"05/06/2024 21:55:12";0;1;45448913335,7292
"DATA LOGGER_VALUE{0}";"05/06/2024 21:55:12";217;1;45448913335,7292
"DATA LOGGER_VALUE{1}";"05/06/2024 21:55:12";214;1;45448913335,7292
"DATA LOGGER_VALUE{5}";"05/06/2024 21:55:12";724;1;45448913335,7292
"variables supervision_ANGLE VENT";"05/06/2024 21:55:12";238;1;45448913335,7292
"variables supervision_VITESSE VENT";"05/06/2024 21:55:12";86;1;45448913335,7292
"DATA_METEO_Static_1{16}";"05/06/2024 21:55:12";0;1;45448913335,7292
"variables supervision_IRRADIATION";"05/06/2024 21:56:12";0;1;45448914030,1505
"DATA LOGGER_VALUE{0}";"05/06/2024 21:56:12";217;1;45448914030,1505
"DATA LOGGER_VALUE{1}";"05/06/2024 21:56:12";214;1;45448914030,1505
"DATA LOGGER_VALUE{5}";"05/06/2024 21:56:12";725;1;45448914030,1505
"variables supervision_ANGLE VENT";"05/06/2024 21:56:12";229;1;45448914030,1505
"variables supervision_VITESSE VENT";"05/06/2024 21:56:12";45;1;45448914030,1505
"DATA_METEO_Static_1{16}";"05/06/2024 21:56:12";0;1;45448914030,1505
"variables supervision_IRRADIATION";"05/06/2024 21:57:12";0;1;45448914724,4676
"DATA LOGGER_VALUE{0}";"05/06/2024 21:57:12";217;1;45448914724,4676
"DATA LOGGER_VALUE{1}";"05/06/2024 21:57:12";213;1;45448914724,4676
"DATA LOGGER_VALUE{5}";"05/06/2024 21:57:12";726;1;45448914724,4676
"variables supervision_ANGLE VENT";"05/06/2024 21:57:12";233;1;45448914724,4676
"variables supervision_VITESSE VENT";"05/06/2024 21:57:12";69;1;45448914724,4676
"DATA_METEO_Static_1{16}";"05/06/2024 21:57:12";0;1;45448914724,4676
"variables supervision_IRRADIATION";"05/06/2024 21:58:12";0;1;45448915418,9352
"DATA LOGGER_VALUE{0}";"05/06/2024 21:58:12";217;1;45448915418,9352
"DATA LOGGER_VALUE{1}";"05/06/2024 21:58:12";213;1;45448915418,9352
"DATA LOGGER_VALUE{5}";"05/06/2024 21:58:12";726;1;45448915418,9352
"variables supervision_ANGLE VENT";"05/06/2024 21:58:12";233;1;45448915418,9352
"variables supervision_VITESSE VENT";"05/06/2024 21:58:12";69;1;45448915418,9352
"DATA_METEO_Static_1{16}";"05/06/2024 21:58:12";0;1;45448915418,9352
"variables supervision_IRRADIATION";"05/06/2024 21:59:12";0;1;45448916113,4028
"DATA LOGGER_VALUE{0}";"05/06/2024 21:59:12";217;1;45448916113,4028
"DATA LOGGER_VALUE{1}";"05/06/2024 21:59:12";213;1;45448916113,4028
"DATA LOGGER_VALUE{5}";"05/06/2024 21:59:12";726;1;45448916113,4028
"variables supervision_ANGLE VENT";"05/06/2024 21:59:12";233;1;45448916113,4028
"variables supervision_VITESSE VENT";"05/06/2024 21:59:12";69;1;45448916113,4028
"DATA_METEO_Static_1{16}";"05/06/2024 21:59:12";0;1;45448916113,4028
"variables supervision_IRRADIATION";"05/06/2024 22:00:12";0;1;45448916807,6736
"DATA LOGGER_VALUE{0}";"05/06/2024 22:00:12";216;1;45448916807,6736
"DATA LOGGER_VALUE{1}";"05/06/2024 22:00:12";212;1;45448916807,6736
"DATA LOGGER_VALUE{5}";"05/06/2024 22:00:12";732;1;45448916807,6736
"variables supervision_ANGLE VENT";"05/06/2024 22:00:12";256;1;45448916807,6736
"variables supervision_VITESSE VENT";"05/06/2024 22:00:12";37;1;45448916807,6736
"DATA_METEO_Static_1{16}";"05/06/2024 22:00:12";0;1;45448916807,6736
"variables supervision_IRRADIATION";"05/06/2024 22:01:12";0;1;45448917502,0718
"DATA LOGGER_VALUE{0}";"05/06/2024 22:01:12";216;1;45448917502,0718
"DATA LOGGER_VALUE{1}";"05/06/2024 22:01:12";212;1;45448917502,0718
"DATA LOGGER_VALUE{5}";"05/06/2024 22:01:12";732;1;45448917502,0718
"variables supervision_ANGLE VENT";"05/06/2024 22:01:12";256;1;45448917502,0718
"variables supervision_VITESSE VENT";"05/06/2024 22:01:12";37;1;45448917502,0718
"DATA_METEO_Static_1{16}";"05/06/2024 22:01:12";0;1;45448917502,0718
"variables supervision_IRRADIATION";"05/06/2024 22:02:12";0;1;45448918196,4815
"DATA LOGGER_VALUE{0}";"05/06/2024 22:02:12";215;1;45448918196,4815
"DATA LOGGER_VALUE{1}";"05/06/2024 22:02:12";211;1;45448918196,4815
"DATA LOGGER_VALUE{5}";"05/06/2024 22:02:12";742;1;45448918196,4815
"variables supervision_ANGLE VENT";"05/06/2024 22:02:12";248;1;45448918196,4815
"variables supervision_VITESSE VENT";"05/06/2024 22:02:12";76;1;45448918196,4815
"DATA_METEO_Static_1{16}";"05/06/2024 22:02:12";0;1;45448918196,4815
"variables supervision_IRRADIATION";"05/06/2024 22:03:12";0;1;45448918890,9491
"DATA LOGGER_VALUE{0}";"05/06/2024 22:03:12";215;1;45448918890,9491
"DATA LOGGER_VALUE{1}";"05/06/2024 22:03:12";211;1;45448918890,9491
"DATA LOGGER_VALUE{5}";"05/06/2024 22:03:12";741;1;45448918890,9491
"variables supervision_ANGLE VENT";"05/06/2024 22:03:12";221;1;45448918890,9491
"variables supervision_VITESSE VENT";"05/06/2024 22:03:12";51;1;45448918890,9491
"DATA_METEO_Static_1{16}";"05/06/2024 22:03:12";0;1;45448918890,9491
"variables supervision_IRRADIATION";"05/06/2024 22:04:12";0;1;45448919585,382
"DATA LOGGER_VALUE{0}";"05/06/2024 22:04:12";215;1;45448919585,382
"DATA LOGGER_VALUE{1}";"05/06/2024 22:04:12";211;1;45448919585,382
"DATA LOGGER_VALUE{5}";"05/06/2024 22:04:12";738;1;45448919585,382
"variables supervision_ANGLE VENT";"05/06/2024 22:04:12";270;1;45448919585,382
"variables supervision_VITESSE VENT";"05/06/2024 22:04:12";42;1;45448919585,382
"DATA_METEO_Static_1{16}";"05/06/2024 22:04:12";0;1;45448919585,382
"variables supervision_IRRADIATION";"05/06/2024 22:05:12";0;1;45448920280,7755
"DATA LOGGER_VALUE{0}";"05/06/2024 22:05:12";215;1;45448920280,7755
"DATA LOGGER_VALUE{1}";"05/06/2024 22:05:12";211;1;45448920280,7755
"DATA LOGGER_VALUE{5}";"05/06/2024 22:05:12";739;1;45448920280,7755
"variables supervision_ANGLE VENT";"05/06/2024 22:05:12";222;1;45448920280,7755
"variables supervision_VITESSE VENT";"05/06/2024 22:05:12";38;1;45448920280,7755
"DATA_METEO_Static_1{16}";"05/06/2024 22:05:12";0;1;45448920280,7755
"variables supervision_IRRADIATION";"05/06/2024 22:06:12";0;1;45448920975,2199
"DATA LOGGER_VALUE{0}";"05/06/2024 22:06:12";215;1;45448920975,2199
"DATA LOGGER_VALUE{1}";"05/06/2024 22:06:12";210;1;45448920975,2199
"DATA LOGGER_VALUE{5}";"05/06/2024 22:06:12";739;1;45448920975,2199
"variables supervision_ANGLE VENT";"05/06/2024 22:06:12";230;1;45448920975,2199
"variables supervision_VITESSE VENT";"05/06/2024 22:06:12";61;1;45448920975,2199
"DATA_METEO_Static_1{16}";"05/06/2024 22:06:12";0;1;45448920975,2199
"variables supervision_IRRADIATION";"05/06/2024 22:07:12";0;1;45448921669,6181
"DATA LOGGER_VALUE{0}";"05/06/2024 22:07:12";215;1;45448921669,6181
"DATA LOGGER_VALUE{1}";"05/06/2024 22:07:12";210;1;45448921669,6181
"DATA LOGGER_VALUE{5}";"05/06/2024 22:07:12";739;1;45448921669,6181
"variables supervision_ANGLE VENT";"05/06/2024 22:07:12";230;1;45448921669,6181
"variables supervision_VITESSE VENT";"05/06/2024 22:07:12";61;1;45448921669,6181
"DATA_METEO_Static_1{16}";"05/06/2024 22:07:12";0;1;45448921669,6181
"variables supervision_IRRADIATION";"05/06/2024 22:08:12";0;1;45448922364,0046
"DATA LOGGER_VALUE{0}";"05/06/2024 22:08:12";215;1;45448922364,0046
"DATA LOGGER_VALUE{1}";"05/06/2024 22:08:12";210;1;45448922364,0046
"DATA LOGGER_VALUE{5}";"05/06/2024 22:08:12";739;1;45448922364,0046
"variables supervision_ANGLE VENT";"05/06/2024 22:08:12";230;1;45448922364,0046
"variables supervision_VITESSE VENT";"05/06/2024 22:08:12";61;1;45448922364,0046
"DATA_METEO_Static_1{16}";"05/06/2024 22:08:12";0;1;45448922364,0046
"variables supervision_IRRADIATION";"05/06/2024 22:09:12";0;1;45448923058,3565
"DATA LOGGER_VALUE{0}";"05/06/2024 22:09:12";213;1;45448923058,3565
"DATA LOGGER_VALUE{1}";"05/06/2024 22:09:12";210;1;45448923058,3565
"DATA LOGGER_VALUE{5}";"05/06/2024 22:09:12";753;1;45448923058,3565
"variables supervision_ANGLE VENT";"05/06/2024 22:09:12";215;1;45448923058,3565
"variables supervision_VITESSE VENT";"05/06/2024 22:09:12";42;1;45448923058,3565
"DATA_METEO_Static_1{16}";"05/06/2024 22:09:12";0;1;45448923058,3565
"variables supervision_IRRADIATION";"05/06/2024 22:10:12";0;1;45448923752,5926
"DATA LOGGER_VALUE{0}";"05/06/2024 22:10:12";213;1;45448923752,5926
"DATA LOGGER_VALUE{1}";"05/06/2024 22:10:12";210;1;45448923752,5926
"DATA LOGGER_VALUE{5}";"05/06/2024 22:10:12";753;1;45448923752,5926
"variables supervision_ANGLE VENT";"05/06/2024 22:10:12";215;1;45448923752,5926
"variables supervision_VITESSE VENT";"05/06/2024 22:10:12";42;1;45448923752,5926
"DATA_METEO_Static_1{16}";"05/06/2024 22:10:12";0;1;45448923752,5926
"variables supervision_IRRADIATION";"05/06/2024 22:11:12";0;1;45448924446,9676
"DATA LOGGER_VALUE{0}";"05/06/2024 22:11:12";212;1;45448924446,9676
"DATA LOGGER_VALUE{1}";"05/06/2024 22:11:12";208;1;45448924446,9676
"DATA LOGGER_VALUE{5}";"05/06/2024 22:11:12";760;1;45448924446,9676
"variables supervision_ANGLE VENT";"05/06/2024 22:11:12";238;1;45448924446,9676
"variables supervision_VITESSE VENT";"05/06/2024 22:11:12";65;1;45448924446,9676
"DATA_METEO_Static_1{16}";"05/06/2024 22:11:12";0;1;45448924446,9676
"variables supervision_IRRADIATION";"05/06/2024 22:12:12";0;1;45448925141,4815
"DATA LOGGER_VALUE{0}";"05/06/2024 22:12:12";211;1;45448925141,4815
"DATA LOGGER_VALUE{1}";"05/06/2024 22:12:12";208;1;45448925141,4815
"DATA LOGGER_VALUE{5}";"05/06/2024 22:12:12";761;1;45448925141,4815
"variables supervision_ANGLE VENT";"05/06/2024 22:12:12";249;1;45448925141,4815
"variables supervision_VITESSE VENT";"05/06/2024 22:12:12";81;1;45448925141,4815
"DATA_METEO_Static_1{16}";"05/06/2024 22:12:12";0;1;45448925141,4815
"variables supervision_IRRADIATION";"05/06/2024 22:13:12";0;1;45448925836,1574
"DATA LOGGER_VALUE{0}";"05/06/2024 22:13:12";212;1;45448925836,1574
"DATA LOGGER_VALUE{1}";"05/06/2024 22:13:12";208;1;45448925836,1574
"DATA LOGGER_VALUE{5}";"05/06/2024 22:13:12";760;1;45448925836,1574
"variables supervision_ANGLE VENT";"05/06/2024 22:13:12";273;1;45448925836,1574
"variables supervision_VITESSE VENT";"05/06/2024 22:13:12";27;1;45448925836,1574
"DATA_METEO_Static_1{16}";"05/06/2024 22:13:12";0;1;45448925836,1574
"variables supervision_IRRADIATION";"05/06/2024 22:14:12";0;1;45448926530,6019
"DATA LOGGER_VALUE{0}";"05/06/2024 22:14:12";211;1;45448926530,6019
"DATA LOGGER_VALUE{1}";"05/06/2024 22:14:12";207;1;45448926530,6019
"DATA LOGGER_VALUE{5}";"05/06/2024 22:14:12";761;1;45448926530,6019
"variables supervision_ANGLE VENT";"05/06/2024 22:14:12";244;1;45448926530,6019
"variables supervision_VITESSE VENT";"05/06/2024 22:14:12";54;1;45448926530,6019
"DATA_METEO_Static_1{16}";"05/06/2024 22:14:12";0;1;45448926530,6019
"variables supervision_IRRADIATION";"05/06/2024 22:15:12";0;1;45448927225,081
"DATA LOGGER_VALUE{0}";"05/06/2024 22:15:12";211;1;45448927225,081
"DATA LOGGER_VALUE{1}";"05/06/2024 22:15:12";207;1;45448927225,081
