"VarName";"TimeString";"VarValue";"Validity";"Time_ms"
"variables supervision_IRRADIATION";"05/06/2024 00:20:13";0;1;45448014044,0046
"DATA LOGGER_VALUE{0}";"05/06/2024 00:20:13";188;1;45448014044,0046
"DATA LOGGER_VALUE{1}";"05/06/2024 00:20:13";182;1;45448014044,0046
"DATA LOGGER_VALUE{5}";"05/06/2024 00:20:13";769;1;45448014044,0046
"variables supervision_ANGLE VENT";"05/06/2024 00:20:13";323;1;45448014044,0046
"variables supervision_VITESSE VENT";"05/06/2024 00:20:13";33;1;45448014044,0046
"DATA_METEO_Static_1{16}";"05/06/2024 00:20:13";0;1;45448014044,0046
"variables supervision_IRRADIATION";"05/06/2024 00:21:13";0;1;45448014739,1898
"DATA LOGGER_VALUE{0}";"05/06/2024 00:21:13";188;1;45448014739,1898
"DATA LOGGER_VALUE{1}";"05/06/2024 00:21:13";182;1;45448014739,1898
"DATA LOGGER_VALUE{5}";"05/06/2024 00:21:13";769;1;45448014739,1898
"variables supervision_ANGLE VENT";"05/06/2024 00:21:13";323;1;45448014739,1898
"variables supervision_VITESSE VENT";"05/06/2024 00:21:13";33;1;45448014739,1898
"DATA_METEO_Static_1{16}";"05/06/2024 00:21:13";0;1;45448014739,1898
"variables supervision_IRRADIATION";"05/06/2024 00:22:13";0;1;45448015433,2407
"DATA LOGGER_VALUE{0}";"05/06/2024 00:22:13";188;1;45448015433,2407
"DATA LOGGER_VALUE{1}";"05/06/2024 00:22:13";182;1;45448015433,2407
"DATA LOGGER_VALUE{5}";"05/06/2024 00:22:13";769;1;45448015433,2407
"variables supervision_ANGLE VENT";"05/06/2024 00:22:13";323;1;45448015433,2407
"variables supervision_VITESSE VENT";"05/06/2024 00:22:13";33;1;45448015433,2407
"DATA_METEO_Static_1{16}";"05/06/2024 00:22:13";0;1;45448015433,2407
"variables supervision_IRRADIATION";"05/06/2024 00:23:13";0;1;45448016127,1759
"DATA LOGGER_VALUE{0}";"05/06/2024 00:23:13";188;1;45448016127,1759
"DATA LOGGER_VALUE{1}";"05/06/2024 00:23:13";182;1;45448016127,1759
"DATA LOGGER_VALUE{5}";"05/06/2024 00:23:13";768;1;45448016127,1759
"variables supervision_ANGLE VENT";"05/06/2024 00:23:13";250;1;45448016127,1759
"variables supervision_VITESSE VENT";"05/06/2024 00:23:13";57;1;45448016127,1759
"DATA_METEO_Static_1{16}";"05/06/2024 00:23:13";0;1;45448016127,1759
"variables supervision_IRRADIATION";"05/06/2024 00:24:13";0;1;45448016822,2917
"DATA LOGGER_VALUE{0}";"05/06/2024 00:24:13";188;1;45448016822,2917
"DATA LOGGER_VALUE{1}";"05/06/2024 00:24:13";182;1;45448016822,2917
"DATA LOGGER_VALUE{5}";"05/06/2024 00:24:13";767;1;45448016822,2917
"variables supervision_ANGLE VENT";"05/06/2024 00:24:13";236;1;45448016822,2917
"variables supervision_VITESSE VENT";"05/06/2024 00:24:13";72;1;45448016822,2917
"DATA_METEO_Static_1{16}";"05/06/2024 00:24:13";0;1;45448016822,2917
"variables supervision_IRRADIATION";"05/06/2024 00:25:13";0;1;45448017516,412
"DATA LOGGER_VALUE{0}";"05/06/2024 00:25:13";188;1;45448017516,412
"DATA LOGGER_VALUE{1}";"05/06/2024 00:25:13";182;1;45448017516,412
"DATA LOGGER_VALUE{5}";"05/06/2024 00:25:13";769;1;45448017516,412
"variables supervision_ANGLE VENT";"05/06/2024 00:25:13";247;1;45448017516,412
"variables supervision_VITESSE VENT";"05/06/2024 00:25:13";63;1;45448017516,412
"DATA_METEO_Static_1{16}";"05/06/2024 00:25:13";0;1;45448017516,412
"variables supervision_IRRADIATION";"05/06/2024 00:26:13";0;1;45448018211,4583
"DATA LOGGER_VALUE{0}";"05/06/2024 00:26:13";188;1;45448018211,4583
"DATA LOGGER_VALUE{1}";"05/06/2024 00:26:13";182;1;45448018211,4583
"DATA LOGGER_VALUE{5}";"05/06/2024 00:26:13";769;1;45448018211,4583
"variables supervision_ANGLE VENT";"05/06/2024 00:26:13";247;1;45448018211,4583
"variables supervision_VITESSE VENT";"05/06/2024 00:26:13";63;1;45448018211,4583
"DATA_METEO_Static_1{16}";"05/06/2024 00:26:13";0;1;45448018211,4583
"variables supervision_IRRADIATION";"05/06/2024 00:27:13";0;1;45448018905,5208
"DATA LOGGER_VALUE{0}";"05/06/2024 00:27:13";187;1;45448018905,5208
"DATA LOGGER_VALUE{1}";"05/06/2024 00:27:13";181;1;45448018905,5208
"DATA LOGGER_VALUE{5}";"05/06/2024 00:27:13";772;1;45448018905,5208
"variables supervision_ANGLE VENT";"05/06/2024 00:27:13";243;1;45448018905,5208
"variables supervision_VITESSE VENT";"05/06/2024 00:27:13";65;1;45448018905,5208
"DATA_METEO_Static_1{16}";"05/06/2024 00:27:13";0;1;45448018905,5208
"variables supervision_IRRADIATION";"05/06/2024 00:28:13";0;1;45448019599,4444
"DATA LOGGER_VALUE{0}";"05/06/2024 00:28:13";187;1;45448019599,4444
"DATA LOGGER_VALUE{1}";"05/06/2024 00:28:13";181;1;45448019599,4444
"DATA LOGGER_VALUE{5}";"05/06/2024 00:28:13";772;1;45448019599,4444
"variables supervision_ANGLE VENT";"05/06/2024 00:28:13";243;1;45448019599,4444
"variables supervision_VITESSE VENT";"05/06/2024 00:28:13";65;1;45448019599,4444
"DATA_METEO_Static_1{16}";"05/06/2024 00:28:13";0;1;45448019599,4444
"variables supervision_IRRADIATION";"05/06/2024 00:29:13";0;1;45448020294,5718
"DATA LOGGER_VALUE{0}";"05/06/2024 00:29:13";187;1;45448020294,5718
"DATA LOGGER_VALUE{1}";"05/06/2024 00:29:13";181;1;45448020294,5718
"DATA LOGGER_VALUE{5}";"05/06/2024 00:29:13";772;1;45448020294,5718
"variables supervision_ANGLE VENT";"05/06/2024 00:29:13";243;1;45448020294,5718
"variables supervision_VITESSE VENT";"05/06/2024 00:29:13";65;1;45448020294,5718
"DATA_METEO_Static_1{16}";"05/06/2024 00:29:13";0;1;45448020294,5718
"variables supervision_IRRADIATION";"05/06/2024 00:30:13";0;1;45448020988,588
"DATA LOGGER_VALUE{0}";"05/06/2024 00:30:13";187;1;45448020988,588
"DATA LOGGER_VALUE{1}";"05/06/2024 00:30:13";181;1;45448020988,588
"DATA LOGGER_VALUE{5}";"05/06/2024 00:30:13";772;1;45448020988,588
"variables supervision_ANGLE VENT";"05/06/2024 00:30:13";243;1;45448020988,588
"variables supervision_VITESSE VENT";"05/06/2024 00:30:13";65;1;45448020988,588
"DATA_METEO_Static_1{16}";"05/06/2024 00:30:13";0;1;45448020988,588
"variables supervision_IRRADIATION";"05/06/2024 00:31:13";0;1;45448021682,6157
"DATA LOGGER_VALUE{0}";"05/06/2024 00:31:13";187;1;45448021682,6157
"DATA LOGGER_VALUE{1}";"05/06/2024 00:31:13";181;1;45448021682,6157
"DATA LOGGER_VALUE{5}";"05/06/2024 00:31:13";772;1;45448021682,6157
"variables supervision_ANGLE VENT";"05/06/2024 00:31:13";243;1;45448021682,6157
"variables supervision_VITESSE VENT";"05/06/2024 00:31:13";65;1;45448021682,6157
"DATA_METEO_Static_1{16}";"05/06/2024 00:31:13";0;1;45448021682,6157
"variables supervision_IRRADIATION";"05/06/2024 00:32:13";0;1;45448022377,8356
"DATA LOGGER_VALUE{0}";"05/06/2024 00:32:13";187;1;45448022377,8356
"DATA LOGGER_VALUE{1}";"05/06/2024 00:32:13";181;1;45448022377,8356
"DATA LOGGER_VALUE{5}";"05/06/2024 00:32:13";772;1;45448022377,8356
"variables supervision_ANGLE VENT";"05/06/2024 00:32:13";243;1;45448022377,8356
"variables supervision_VITESSE VENT";"05/06/2024 00:32:13";65;1;45448022377,8356
"DATA_METEO_Static_1{16}";"05/06/2024 00:32:13";0;1;45448022377,8356
"variables supervision_IRRADIATION";"05/06/2024 00:33:13";0;1;45448023071,713
"DATA LOGGER_VALUE{0}";"05/06/2024 00:33:13";187;1;45448023071,713
"DATA LOGGER_VALUE{1}";"05/06/2024 00:33:13";181;1;45448023071,713
"DATA LOGGER_VALUE{5}";"05/06/2024 00:33:13";772;1;45448023071,713
"variables supervision_ANGLE VENT";"05/06/2024 00:33:13";243;1;45448023071,713
"variables supervision_VITESSE VENT";"05/06/2024 00:33:13";65;1;45448023071,713
"DATA_METEO_Static_1{16}";"05/06/2024 00:33:13";0;1;45448023071,713
"variables supervision_IRRADIATION";"05/06/2024 00:34:13";0;1;45448023766,7361
"DATA LOGGER_VALUE{0}";"05/06/2024 00:34:13";187;1;45448023766,7361
"DATA LOGGER_VALUE{1}";"05/06/2024 00:34:13";181;1;45448023766,7361
"DATA LOGGER_VALUE{5}";"05/06/2024 00:34:13";773;1;45448023766,7361
"variables supervision_ANGLE VENT";"05/06/2024 00:34:13";241;1;45448023766,7361
"variables supervision_VITESSE VENT";"05/06/2024 00:34:13";68;1;45448023766,7361
"DATA_METEO_Static_1{16}";"05/06/2024 00:34:13";0;1;45448023766,7361
"variables supervision_IRRADIATION";"05/06/2024 00:35:13";0;1;45448024460,9143
"DATA LOGGER_VALUE{0}";"05/06/2024 00:35:13";187;1;45448024460,9143
"DATA LOGGER_VALUE{1}";"05/06/2024 00:35:13";181;1;45448024460,9143
"DATA LOGGER_VALUE{5}";"05/06/2024 00:35:13";773;1;45448024460,9143
"variables supervision_ANGLE VENT";"05/06/2024 00:35:13";241;1;45448024460,9143
"variables supervision_VITESSE VENT";"05/06/2024 00:35:13";68;1;45448024460,9143
"DATA_METEO_Static_1{16}";"05/06/2024 00:35:13";0;1;45448024460,9143
"variables supervision_IRRADIATION";"05/06/2024 00:36:13";0;1;45448025155,8681
"DATA LOGGER_VALUE{0}";"05/06/2024 00:36:13";187;1;45448025155,8681
"DATA LOGGER_VALUE{1}";"05/06/2024 00:36:13";181;1;45448025155,8681
"DATA LOGGER_VALUE{5}";"05/06/2024 00:36:13";773;1;45448025155,8681
"variables supervision_ANGLE VENT";"05/06/2024 00:36:13";241;1;45448025155,8681
"variables supervision_VITESSE VENT";"05/06/2024 00:36:13";68;1;45448025155,8681
"DATA_METEO_Static_1{16}";"05/06/2024 00:36:13";0;1;45448025155,8681
"variables supervision_IRRADIATION";"05/06/2024 00:37:13";0;1;45448025849,8727
"DATA LOGGER_VALUE{0}";"05/06/2024 00:37:13";187;1;45448025849,8727
"DATA LOGGER_VALUE{1}";"05/06/2024 00:37:13";181;1;45448025849,8727
"DATA LOGGER_VALUE{5}";"05/06/2024 00:37:13";773;1;45448025849,8727
"variables supervision_ANGLE VENT";"05/06/2024 00:37:13";241;1;45448025849,8727
"variables supervision_VITESSE VENT";"05/06/2024 00:37:13";68;1;45448025849,8727
"DATA_METEO_Static_1{16}";"05/06/2024 00:37:13";0;1;45448025849,8727
"variables supervision_IRRADIATION";"05/06/2024 00:38:13";0;1;45448026543,8079
"DATA LOGGER_VALUE{0}";"05/06/2024 00:38:13";187;1;45448026543,8079
"DATA LOGGER_VALUE{1}";"05/06/2024 00:38:13";181;1;45448026543,8079
"DATA LOGGER_VALUE{5}";"05/06/2024 00:38:13";773;1;45448026543,8079
"variables supervision_ANGLE VENT";"05/06/2024 00:38:13";241;1;45448026543,8079
"variables supervision_VITESSE VENT";"05/06/2024 00:38:13";68;1;45448026543,8079
"DATA_METEO_Static_1{16}";"05/06/2024 00:38:13";0;1;45448026543,8079
"variables supervision_IRRADIATION";"05/06/2024 00:39:13";0;1;45448027238,9815
"DATA LOGGER_VALUE{0}";"05/06/2024 00:39:13";187;1;45448027238,9815
"DATA LOGGER_VALUE{1}";"05/06/2024 00:39:13";181;1;45448027238,9815
"DATA LOGGER_VALUE{5}";"05/06/2024 00:39:13";773;1;45448027238,9815
"variables supervision_ANGLE VENT";"05/06/2024 00:39:13";241;1;45448027238,9815
"variables supervision_VITESSE VENT";"05/06/2024 00:39:13";68;1;45448027238,9815
"DATA_METEO_Static_1{16}";"05/06/2024 00:39:13";0;1;45448027238,9815
"variables supervision_IRRADIATION";"05/06/2024 00:40:13";0;1;45448027932,8125
"DATA LOGGER_VALUE{0}";"05/06/2024 00:40:13";185;1;45448027932,8125
"DATA LOGGER_VALUE{1}";"05/06/2024 00:40:13";180;1;45448027932,8125
"DATA LOGGER_VALUE{5}";"05/06/2024 00:40:13";778;1;45448027932,8125
"variables supervision_ANGLE VENT";"05/06/2024 00:40:13";240;1;45448027932,8125
"variables supervision_VITESSE VENT";"05/06/2024 00:40:13";68;1;45448027932,8125
"DATA_METEO_Static_1{16}";"05/06/2024 00:40:13";0;1;45448027932,8125
"variables supervision_IRRADIATION";"05/06/2024 00:41:13";0;1;45448028627,9861
"DATA LOGGER_VALUE{0}";"05/06/2024 00:41:13";185;1;45448028627,9861
"DATA LOGGER_VALUE{1}";"05/06/2024 00:41:13";180;1;45448028627,9861
"DATA LOGGER_VALUE{5}";"05/06/2024 00:41:13";778;1;45448028627,9861
"variables supervision_ANGLE VENT";"05/06/2024 00:41:13";240;1;45448028627,9861
"variables supervision_VITESSE VENT";"05/06/2024 00:41:13";68;1;45448028627,9861
"DATA_METEO_Static_1{16}";"05/06/2024 00:41:13";0;1;45448028627,9861
"variables supervision_IRRADIATION";"05/06/2024 00:42:13";0;1;45448029322,1065
"DATA LOGGER_VALUE{0}";"05/06/2024 00:42:13";185;1;45448029322,1065
"DATA LOGGER_VALUE{1}";"05/06/2024 00:42:13";180;1;45448029322,1065
"DATA LOGGER_VALUE{5}";"05/06/2024 00:42:13";778;1;45448029322,1065
"variables supervision_ANGLE VENT";"05/06/2024 00:42:13";240;1;45448029322,1065
"variables supervision_VITESSE VENT";"05/06/2024 00:42:13";68;1;45448029322,1065
"DATA_METEO_Static_1{16}";"05/06/2024 00:42:13";0;1;45448029322,1065
"variables supervision_IRRADIATION";"05/06/2024 00:43:13";0;1;45448030016,0648
"DATA LOGGER_VALUE{0}";"05/06/2024 00:43:13";185;1;45448030016,0648
"DATA LOGGER_VALUE{1}";"05/06/2024 00:43:13";180;1;45448030016,0648
"DATA LOGGER_VALUE{5}";"05/06/2024 00:43:13";778;1;45448030016,0648
"variables supervision_ANGLE VENT";"05/06/2024 00:43:13";240;1;45448030016,0648
"variables supervision_VITESSE VENT";"05/06/2024 00:43:13";68;1;45448030016,0648
"DATA_METEO_Static_1{16}";"05/06/2024 00:43:13";0;1;45448030016,0648
"variables supervision_IRRADIATION";"05/06/2024 00:44:13";0;1;45448030711,2153
"DATA LOGGER_VALUE{0}";"05/06/2024 00:44:13";185;1;45448030711,2153
"DATA LOGGER_VALUE{1}";"05/06/2024 00:44:13";180;1;45448030711,2153
"DATA LOGGER_VALUE{5}";"05/06/2024 00:44:13";778;1;45448030711,2153
"variables supervision_ANGLE VENT";"05/06/2024 00:44:13";240;1;45448030711,2153
"variables supervision_VITESSE VENT";"05/06/2024 00:44:13";68;1;45448030711,2153
"DATA_METEO_Static_1{16}";"05/06/2024 00:44:13";0;1;45448030711,2153
"variables supervision_IRRADIATION";"05/06/2024 00:45:13";0;1;45448031405,3009
"DATA LOGGER_VALUE{0}";"05/06/2024 00:45:13";185;1;45448031405,3009
"DATA LOGGER_VALUE{1}";"05/06/2024 00:45:13";180;1;45448031405,3009
"DATA LOGGER_VALUE{5}";"05/06/2024 00:45:13";778;1;45448031405,3009
"variables supervision_ANGLE VENT";"05/06/2024 00:45:13";240;1;45448031405,3009
"variables supervision_VITESSE VENT";"05/06/2024 00:45:13";68;1;45448031405,3009
"DATA_METEO_Static_1{16}";"05/06/2024 00:45:13";0;1;45448031405,3009
"variables supervision_IRRADIATION";"05/06/2024 00:46:13";0;1;45448032100,3356
"DATA LOGGER_VALUE{0}";"05/06/2024 00:46:13";185;1;45448032100,3356
"DATA LOGGER_VALUE{1}";"05/06/2024 00:46:13";179;1;45448032100,3356
"DATA LOGGER_VALUE{5}";"05/06/2024 00:46:13";779;1;45448032100,3356
"variables supervision_ANGLE VENT";"05/06/2024 00:46:13";232;1;45448032100,3356
"variables supervision_VITESSE VENT";"05/06/2024 00:46:13";40;1;45448032100,3356
"DATA_METEO_Static_1{16}";"05/06/2024 00:46:13";0;1;45448032100,3356
"variables supervision_IRRADIATION";"05/06/2024 00:47:13";0;1;45448032794,3866
"DATA LOGGER_VALUE{0}";"05/06/2024 00:47:13";186;1;45448032794,3866
"DATA LOGGER_VALUE{1}";"05/06/2024 00:47:13";179;1;45448032794,3866
"DATA LOGGER_VALUE{5}";"05/06/2024 00:47:13";777;1;45448032794,3866
"variables supervision_ANGLE VENT";"05/06/2024 00:47:13";228;1;45448032794,3866
"variables supervision_VITESSE VENT";"05/06/2024 00:47:13";41;1;45448032794,3866
"DATA_METEO_Static_1{16}";"05/06/2024 00:47:13";0;1;45448032794,3866
"variables supervision_IRRADIATION";"05/06/2024 00:48:13";0;1;45448033488,4028
"DATA LOGGER_VALUE{0}";"05/06/2024 00:48:13";186;1;45448033488,4028
"DATA LOGGER_VALUE{1}";"05/06/2024 00:48:13";178;1;45448033488,4028
"DATA LOGGER_VALUE{5}";"05/06/2024 00:48:13";776;1;45448033488,4028
"variables supervision_ANGLE VENT";"05/06/2024 00:48:13";249;1;45448033488,4028
"variables supervision_VITESSE VENT";"05/06/2024 00:48:13";51;1;45448033488,4028
"DATA_METEO_Static_1{16}";"05/06/2024 00:48:13";0;1;45448033488,4028
"variables supervision_IRRADIATION";"05/06/2024 00:49:13";0;1;45448034182,581
"DATA LOGGER_VALUE{0}";"05/06/2024 00:49:13";186;1;45448034182,581
"DATA LOGGER_VALUE{1}";"05/06/2024 00:49:13";178;1;45448034182,581
"DATA LOGGER_VALUE{5}";"05/06/2024 00:49:13";776;1;45448034182,581
"variables supervision_ANGLE VENT";"05/06/2024 00:49:13";249;1;45448034182,581
"variables supervision_VITESSE VENT";"05/06/2024 00:49:13";51;1;45448034182,581
"DATA_METEO_Static_1{16}";"05/06/2024 00:49:13";0;1;45448034182,581
"variables supervision_IRRADIATION";"05/06/2024 00:50:13";0;1;45448034877,7778
"DATA LOGGER_VALUE{0}";"05/06/2024 00:50:13";186;1;45448034877,7778
"DATA LOGGER_VALUE{1}";"05/06/2024 00:50:13";178;1;45448034877,7778
"DATA LOGGER_VALUE{5}";"05/06/2024 00:50:13";776;1;45448034877,7778
"variables supervision_ANGLE VENT";"05/06/2024 00:50:13";249;1;45448034877,7778
"variables supervision_VITESSE VENT";"05/06/2024 00:50:13";51;1;45448034877,7778
"DATA_METEO_Static_1{16}";"05/06/2024 00:50:13";0;1;45448034877,7778
"variables supervision_IRRADIATION";"05/06/2024 00:51:13";0;1;45448035571,6319
"DATA LOGGER_VALUE{0}";"05/06/2024 00:51:13";186;1;45448035571,6319
"DATA LOGGER_VALUE{1}";"05/06/2024 00:51:13";179;1;45448035571,6319
"DATA LOGGER_VALUE{5}";"05/06/2024 00:51:13";777;1;45448035571,6319
"variables supervision_ANGLE VENT";"05/06/2024 00:51:13";260;1;45448035571,6319
"variables supervision_VITESSE VENT";"05/06/2024 00:51:13";55;1;45448035571,6319
"DATA_METEO_Static_1{16}";"05/06/2024 00:51:13";0;1;45448035571,6319
"variables supervision_IRRADIATION";"05/06/2024 00:52:13";0;1;45448036266,8287
"DATA LOGGER_VALUE{0}";"05/06/2024 00:52:13";186;1;45448036266,8287
"DATA LOGGER_VALUE{1}";"05/06/2024 00:52:13";179;1;45448036266,8287
"DATA LOGGER_VALUE{5}";"05/06/2024 00:52:13";777;1;45448036266,8287
"variables supervision_ANGLE VENT";"05/06/2024 00:52:13";260;1;45448036266,8287
"variables supervision_VITESSE VENT";"05/06/2024 00:52:13";55;1;45448036266,8287
"DATA_METEO_Static_1{16}";"05/06/2024 00:52:13";0;1;45448036266,8287
"variables supervision_IRRADIATION";"05/06/2024 00:53:13";0;1;45448036960,9259
"DATA LOGGER_VALUE{0}";"05/06/2024 00:53:13";184;1;45448036960,9259
"DATA LOGGER_VALUE{1}";"05/06/2024 00:53:13";178;1;45448036960,9259
"DATA LOGGER_VALUE{5}";"05/06/2024 00:53:13";783;1;45448036960,9259
"variables supervision_ANGLE VENT";"05/06/2024 00:53:13";271;1;45448036960,9259
"variables supervision_VITESSE VENT";"05/06/2024 00:53:13";66;1;45448036960,9259
"DATA_METEO_Static_1{16}";"05/06/2024 00:53:13";0;1;45448036960,9259
"variables supervision_IRRADIATION";"05/06/2024 00:54:13";0;1;45448037654,8958
"DATA LOGGER_VALUE{0}";"05/06/2024 00:54:13";184;1;45448037654,8958
"DATA LOGGER_VALUE{1}";"05/06/2024 00:54:13";178;1;45448037654,8958
"DATA LOGGER_VALUE{5}";"05/06/2024 00:54:13";784;1;45448037654,8958
"variables supervision_ANGLE VENT";"05/06/2024 00:54:13";262;1;45448037654,8958
"variables supervision_VITESSE VENT";"05/06/2024 00:54:13";57;1;45448037654,8958
"DATA_METEO_Static_1{16}";"05/06/2024 00:54:13";0;1;45448037654,8958
"variables supervision_IRRADIATION";"05/06/2024 00:55:13";0;1;45448038350,0116
"DATA LOGGER_VALUE{0}";"05/06/2024 00:55:13";184;1;45448038350,0116
"DATA LOGGER_VALUE{1}";"05/06/2024 00:55:13";178;1;45448038350,0116
"DATA LOGGER_VALUE{5}";"05/06/2024 00:55:13";784;1;45448038350,0116
"variables supervision_ANGLE VENT";"05/06/2024 00:55:13";262;1;45448038350,0116
"variables supervision_VITESSE VENT";"05/06/2024 00:55:13";57;1;45448038350,0116
"DATA_METEO_Static_1{16}";"05/06/2024 00:55:13";0;1;45448038350,0116
"variables supervision_IRRADIATION";"05/06/2024 00:56:13";0;1;45448039043,9005
"DATA LOGGER_VALUE{0}";"05/06/2024 00:56:13";184;1;45448039043,9005
"DATA LOGGER_VALUE{1}";"05/06/2024 00:56:13";178;1;45448039043,9005
"DATA LOGGER_VALUE{5}";"05/06/2024 00:56:13";784;1;45448039043,9005
"variables supervision_ANGLE VENT";"05/06/2024 00:56:13";262;1;45448039043,9005
"variables supervision_VITESSE VENT";"05/06/2024 00:56:13";57;1;45448039043,9005
"DATA_METEO_Static_1{16}";"05/06/2024 00:56:13";0;1;45448039043,9005
"variables supervision_IRRADIATION";"05/06/2024 00:57:13";0;1;45448039738,1481
"DATA LOGGER_VALUE{0}";"05/06/2024 00:57:13";184;1;45448039738,1481
"DATA LOGGER_VALUE{1}";"05/06/2024 00:57:13";178;1;45448039738,1481
"DATA LOGGER_VALUE{5}";"05/06/2024 00:57:13";784;1;45448039738,1481
"variables supervision_ANGLE VENT";"05/06/2024 00:57:13";262;1;45448039738,1481
"variables supervision_VITESSE VENT";"05/06/2024 00:57:13";57;1;45448039738,1481
"DATA_METEO_Static_1{16}";"05/06/2024 00:57:13";0;1;45448039738,1481
"variables supervision_IRRADIATION";"05/06/2024 00:58:13";0;1;45448040433,4028
"DATA LOGGER_VALUE{0}";"05/06/2024 00:58:13";184;1;45448040433,4028
"DATA LOGGER_VALUE{1}";"05/06/2024 00:58:13";178;1;45448040433,4028
"DATA LOGGER_VALUE{5}";"05/06/2024 00:58:13";786;1;45448040433,4028
"variables supervision_ANGLE VENT";"05/06/2024 00:58:13";263;1;45448040433,4028
"variables supervision_VITESSE VENT";"05/06/2024 00:58:13";53;1;45448040433,4028
"DATA_METEO_Static_1{16}";"05/06/2024 00:58:13";0;1;45448040433,4028
"variables supervision_IRRADIATION";"05/06/2024 00:59:13";0;1;45448041127,4421
"DATA LOGGER_VALUE{0}";"05/06/2024 00:59:13";184;1;45448041127,4421
"DATA LOGGER_VALUE{1}";"05/06/2024 00:59:13";178;1;45448041127,4421
"DATA LOGGER_VALUE{5}";"05/06/2024 00:59:13";783;1;45448041127,4421
"variables supervision_ANGLE VENT";"05/06/2024 00:59:13";233;1;45448041127,4421
"variables supervision_VITESSE VENT";"05/06/2024 00:59:13";44;1;45448041127,4421
"DATA_METEO_Static_1{16}";"05/06/2024 00:59:13";0;1;45448041127,4421
"variables supervision_IRRADIATION";"05/06/2024 01:00:13";0;1;45448041821,4699
"DATA LOGGER_VALUE{0}";"05/06/2024 01:00:13";184;1;45448041821,4699
"DATA LOGGER_VALUE{1}";"05/06/2024 01:00:13";178;1;45448041821,4699
"DATA LOGGER_VALUE{5}";"05/06/2024 01:00:13";783;1;45448041821,4699
"variables supervision_ANGLE VENT";"05/06/2024 01:00:13";233;1;45448041821,4699
"variables supervision_VITESSE VENT";"05/06/2024 01:00:13";44;1;45448041821,4699
"DATA_METEO_Static_1{16}";"05/06/2024 01:00:13";0;1;45448041821,4699
"variables supervision_IRRADIATION";"05/06/2024 01:01:13";0;1;45448042516,5856
"DATA LOGGER_VALUE{0}";"05/06/2024 01:01:13";184;1;45448042516,5856
"DATA LOGGER_VALUE{1}";"05/06/2024 01:01:13";178;1;45448042516,5856
"DATA LOGGER_VALUE{5}";"05/06/2024 01:01:13";783;1;45448042516,5856
"variables supervision_ANGLE VENT";"05/06/2024 01:01:13";233;1;45448042516,5856
"variables supervision_VITESSE VENT";"05/06/2024 01:01:13";44;1;45448042516,5856
"DATA_METEO_Static_1{16}";"05/06/2024 01:01:13";0;1;45448042516,5856
"variables supervision_IRRADIATION";"05/06/2024 01:02:13";0;1;45448043210,6597
"DATA LOGGER_VALUE{0}";"05/06/2024 01:02:13";184;1;45448043210,6597
"DATA LOGGER_VALUE{1}";"05/06/2024 01:02:13";178;1;45448043210,6597
"DATA LOGGER_VALUE{5}";"05/06/2024 01:02:13";783;1;45448043210,6597
"variables supervision_ANGLE VENT";"05/06/2024 01:02:13";233;1;45448043210,6597
"variables supervision_VITESSE VENT";"05/06/2024 01:02:13";44;1;45448043210,6597
"DATA_METEO_Static_1{16}";"05/06/2024 01:02:13";0;1;45448043210,6597
"variables supervision_IRRADIATION";"05/06/2024 01:03:13";0;1;45448043905,8912
"DATA LOGGER_VALUE{0}";"05/06/2024 01:03:13";184;1;45448043905,8912
"DATA LOGGER_VALUE{1}";"05/06/2024 01:03:13";178;1;45448043905,8912
"DATA LOGGER_VALUE{5}";"05/06/2024 01:03:13";783;1;45448043905,8912
"variables supervision_ANGLE VENT";"05/06/2024 01:03:13";233;1;45448043905,8912
"variables supervision_VITESSE VENT";"05/06/2024 01:03:13";44;1;45448043905,8912
"DATA_METEO_Static_1{16}";"05/06/2024 01:03:13";0;1;45448043905,8912
"variables supervision_IRRADIATION";"05/06/2024 01:04:13";0;1;45448044599,919
"DATA LOGGER_VALUE{0}";"05/06/2024 01:04:13";184;1;45448044599,919
"DATA LOGGER_VALUE{1}";"05/06/2024 01:04:13";178;1;45448044599,919
"DATA LOGGER_VALUE{5}";"05/06/2024 01:04:13";783;1;45448044599,919
"variables supervision_ANGLE VENT";"05/06/2024 01:04:13";233;1;45448044599,919
"variables supervision_VITESSE VENT";"05/06/2024 01:04:13";44;1;45448044599,919
"DATA_METEO_Static_1{16}";"05/06/2024 01:04:13";0;1;45448044599,919
"variables supervision_IRRADIATION";"05/06/2024 01:05:13";0;1;45448045293,8079
"DATA LOGGER_VALUE{0}";"05/06/2024 01:05:13";184;1;45448045293,8079
"DATA LOGGER_VALUE{1}";"05/06/2024 01:05:13";177;1;45448045293,8079
"DATA LOGGER_VALUE{5}";"05/06/2024 01:05:13";783;1;45448045293,8079
"variables supervision_ANGLE VENT";"05/06/2024 01:05:13";223;1;45448045293,8079
"variables supervision_VITESSE VENT";"05/06/2024 01:05:13";49;1;45448045293,8079
"DATA_METEO_Static_1{16}";"05/06/2024 01:05:13";0;1;45448045293,8079
"variables supervision_IRRADIATION";"05/06/2024 01:06:13";0;1;45448045989,0394
"DATA LOGGER_VALUE{0}";"05/06/2024 01:06:13";184;1;45448045989,0394
"DATA LOGGER_VALUE{1}";"05/06/2024 01:06:13";177;1;45448045989,0394
"DATA LOGGER_VALUE{5}";"05/06/2024 01:06:13";783;1;45448045989,0394
